manager,package_name,snyk_link,security_score,affected_version,install_type,cve,cwe,fix_method,overview,update_date,package_type,ref_links,Attack Vector (AV),Attack Complexity (AC),Attack Requirements (AT),Privileges Required (PR),User Interaction (UI),Confidentiality (VC),Integrity (VI),Availability (VA),Confidentiality (SC),Integrity (SI),Availability (SA)
npm,selfbot.js-v14,https://security.snyk.io/vuln/SNYK-JS-SELFBOTJSV14-7456788,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the selfbot.js-v14 package.,"selfbot.js-v14 is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 16 JUL 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/selfbot.js-v14,Network,Low,None,None,None,High,High,High,None,None,None
npm,img-aws-s3-object-multipart-copy,https://security.snyk.io/vuln/SNYK-JS-IMGAWSS3OBJECTMULTIPARTCOPY-7448483,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the img-aws-s3-object-multipart-copy package.,"img-aws-s3-object-multipart-copy is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 15 JUL 2024,MALICIOUS,The Hacker News Report: https://thehackernews.com/2024/07/malicious-npm-packages-found-using.html,Network,Low,None,None,None,High,High,High,None,None,None
npm,noblox-cores-ts,https://security.snyk.io/vuln/SNYK-JS-NOBLOXCORESTS-7448481,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the noblox-cores-ts package.,"noblox-cores-ts is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 15 JUL 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-wm7q-g3c7-56qv; NPM Security Placeholder: https://npmjs.com/package/noblox-cores-ts,Network,Low,None,None,None,High,High,High,None,None,None
npm,jfrog-ci-templates,https://security.snyk.io/vuln/SNYK-JS-JFROGCITEMPLATES-7448480,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the jfrog-ci-templates package.,"jfrog-ci-templates is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 15 JUL 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-3555-9r33-hq94; NPM Security Placeholder: https://npmjs.com/package/jfrog-ci-templates,Network,Low,None,None,None,High,High,High,None,None,None
npm,moti-another-test2,https://security.snyk.io/vuln/SNYK-JS-MOTIANOTHERTEST2-7448479,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the moti-another-test2 package.,"moti-another-test2 is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 15 JUL 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-895f-px4p-g8mm; NPM Security Placeholder: https://npmjs.com/package/moti-another-test2,Network,Low,None,None,None,High,High,High,None,None,None
npm,moti-another-test1,https://security.snyk.io/vuln/SNYK-JS-MOTIANOTHERTEST1-7448478,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the moti-another-test1 package.,"moti-another-test1 is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 15 JUL 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-4g8x-9wpm-wxgc; NPM Security Placeholder: https://npmjs.com/package/moti-another-test1,Network,Low,None,None,None,High,High,High,None,None,None
npm,moto-test-int,https://security.snyk.io/vuln/SNYK-JS-MOTOTESTINT-7448477,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the moto-test-int package.,"moto-test-int is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 15 JUL 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-6rwr-vqw9-r24x; NPM Security Placeholder: https://npmjs.com/package/moto-test-int,Network,Low,None,None,None,High,High,High,None,None,None
npm,jfrog-jfconfig-grpc,https://security.snyk.io/vuln/SNYK-JS-JFROGJFCONFIGGRPC-7448476,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the jfrog-jfconfig-grpc package.,"jfrog-jfconfig-grpc is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 15 JUL 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-cc6f-cp6g-p6vv; NPM Security Placeholder: https://npmjs.com/package/jfrog-jfconfig-grpc,Network,Low,None,None,None,High,High,High,None,None,None
npm,moti-dep-con-test,https://security.snyk.io/vuln/SNYK-JS-MOTIDEPCONTEST-7448475,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the moti-dep-con-test package.,"moti-dep-con-test is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 15 JUL 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-c97c-qwwg-4w2m; NPM Security Placeholder: https://npmjs.com/package/moti-dep-con-test,Network,Low,None,None,None,High,High,High,None,None,None
npm,transitive-vulnerability-demo,https://security.snyk.io/vuln/SNYK-JS-TRANSITIVEVULNERABILITYDEMO-7448474,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the transitive-vulnerability-demo package.,"transitive-vulnerability-demo is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 15 JUL 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-gqpg-f29v-9mvx; NPM Security Placeholder: https://npmjs.com/package/transitive-vulnerability-demo,Network,Low,None,None,None,High,High,High,None,None,None
npm,discord-api-ts,https://security.snyk.io/vuln/SNYK-JS-DISCORDAPITS-7448473,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the discord-api-ts package.,"discord-api-ts is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 15 JUL 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-m537-j596-495x; NPM Security Placeholder: https://npmjs.com/package/discord-api-ts,Network,Low,None,None,None,High,High,High,None,None,None
npm,crypto-ops,https://security.snyk.io/vuln/SNYK-JS-CRYPTOOPS-7444598,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the crypto-ops package.,"crypto-ops is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 12 JUL 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-xj6j-5c6p-2f5h; NPM Security Placeholder: https://npmjs.com/package/crypto-ops,Network,Low,None,None,None,High,High,High,None,None,None
npm,pepeksyep,https://security.snyk.io/vuln/SNYK-JS-PEPEKSYEP-7443609,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the pepeksyep package.,"pepeksyep is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 11 JUL 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-9568-pg74-fvx5; NPM Security Placeholder: https://npmjs.com/package/pepeksyep,Network,Low,None,None,None,High,High,High,None,None,None
npm,style-logo,https://security.snyk.io/vuln/SNYK-JS-STYLELOGO-7443608,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the style-logo package.,"style-logo is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 11 JUL 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-v88j-rqwc-xpxj; NPM Security Placeholder: https://npmjs.com/package/style-logo,Network,Low,None,None,None,High,High,High,None,None,None
npm,hdhdh,https://security.snyk.io/vuln/SNYK-JS-HDHDH-7443607,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the hdhdh package.,"hdhdh is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 11 JUL 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-7vmr-jrr4-9jcj; NPM Security Placeholder: https://npmjs.com/package/hdhdh,Network,Low,None,None,None,High,High,High,None,None,None
npm,idtrack,https://security.snyk.io/vuln/SNYK-JS-IDTRACK-7443605,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the idtrack package.,"idtrack is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 11 JUL 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-f86w-q466-975h; NPM Security Placeholder: https://npmjs.com/package/idtrack,Network,Low,None,None,None,High,High,High,None,None,None
npm,pepek,https://security.snyk.io/vuln/SNYK-JS-PEPEK-7443604,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the pepek package.,"pepek is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 11 JUL 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-vq7h-jgx9-wrc2; NPM Security Placeholder: https://npmjs.com/package/pepek,Network,Low,None,None,None,High,High,High,None,None,None
pip,requests-darwin-lite,https://security.snyk.io/vuln/SNYK-PYTHON-REQUESTSDARWINLITE-6836782,9.3,"[0,]",pip,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the requests-darwin-lite package.,"requests-darwin-lite is a malicious package. This package contains a malicious code in it's setup.py through the PyInstall function, which contains a malicious Go binary.",INTRODUCED: 12 MAY 2024,MALICIOUS,Phylum Blog: https://blog.phylum.io/malicious-go-binary-delivered-via-steganography-in-pypi/,Network,Low,,None,None,,,,,,
npm,pempers,https://security.snyk.io/vuln/SNYK-JS-PEMPERS-7443603,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the pempers package.,"pempers is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 11 JUL 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-mpqm-6jjj-mvwv; NPM Security Placeholder: https://npmjs.com/package/pempers,Network,Low,None,None,None,High,High,High,None,None,None
npm,newsda,https://security.snyk.io/vuln/SNYK-JS-NEWSDA-7443602,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the newsda package.,"newsda is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 11 JUL 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-v6p9-mxpr-ccph; NPM Security Placeholder: https://npmjs.com/package/newsda,Network,Low,None,None,None,High,High,High,None,None,None
npm,stylesnox,https://security.snyk.io/vuln/SNYK-JS-STYLESNOX-7443601,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the stylesnox package.,"stylesnox is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 11 JUL 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-gx2f-874c-26j4; NPM Security Placeholder: https://npmjs.com/package/stylesnox,Network,Low,None,None,None,High,High,High,None,None,None
npm,stylesfoxx,https://security.snyk.io/vuln/SNYK-JS-STYLESFOXX-7443600,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the stylesfoxx package.,"stylesfoxx is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 11 JUL 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-g6h6-22p8-8qqp; NPM Security Placeholder: https://npmjs.com/package/stylesfoxx,Network,Low,None,None,None,High,High,High,None,None,None
npm,dimaspedia,https://security.snyk.io/vuln/SNYK-JS-DIMASPEDIA-7443599,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the dimaspedia package.,"dimaspedia is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 11 JUL 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-rwvx-3p9p-v6jw; NPM Security Placeholder: https://npmjs.com/package/dimaspedia,Network,Low,None,None,None,High,High,High,None,None,None
npm,tilda-date-picker,https://security.snyk.io/vuln/SNYK-JS-TILDADATEPICKER-7443598,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the tilda-date-picker package.,"tilda-date-picker is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 11 JUL 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-3mxp-c839-gp6v; NPM Security Placeholder: https://npmjs.com/package/tilda-date-picker,Network,Low,None,None,None,High,High,High,None,None,None
npm,stylecshert,https://security.snyk.io/vuln/SNYK-JS-STYLECSHERT-7443597,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the stylecshert package.,"stylecshert is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 11 JUL 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-mgrp-3cjr-v96m; NPM Security Placeholder: https://npmjs.com/package/stylecshert,Network,Low,None,None,None,High,High,High,None,None,None
npm,stylesshert,https://security.snyk.io/vuln/SNYK-JS-STYLESSHERT-7443596,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the stylesshert package.,"stylesshert is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 11 JUL 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-7wg7-732v-xr27; NPM Security Placeholder: https://npmjs.com/package/stylesshert,Network,Low,None,None,None,High,High,High,None,None,None
npm,tjh,https://security.snyk.io/vuln/SNYK-JS-TJH-7443595,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the tjh package.,"tjh is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 11 JUL 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-j7h8-26j7-5834; NPM Security Placeholder: https://npmjs.com/package/tjh,Network,Low,None,None,None,High,High,High,None,None,None
npm,noblox-ts,https://security.snyk.io/vuln/SNYK-JS-NOBLOXTS-7443594,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the noblox-ts package.,"noblox-ts is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 11 JUL 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-h7h6-v94g-x22g; NPM Security Placeholder: https://npmjs.com/package/noblox-ts,Network,Low,None,None,None,High,High,High,None,None,None
npm,ali-in-wlnd-test-1,https://security.snyk.io/vuln/SNYK-JS-ALIINWLNDTEST1-7443593,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the ali-in-wlnd-test-1 package.,"ali-in-wlnd-test-1 is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 11 JUL 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-6vv7-p9qm-5495; NPM Security Placeholder: https://npmjs.com/package/ali-in-wlnd-test-1,Network,Low,None,None,None,High,High,High,None,None,None
npm,jqueryxxx,https://security.snyk.io/vuln/SNYK-JS-JQUERYXXX-7435807,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the jqueryxxx package.,"jqueryxxx is a malicious package. This package contains a trojanized version of jQuery. The malicious version extracts website form data and sends it to one of many URLs.For the malware to be triggered, a user must install one of the malicious packages, use the included trojanized jQuery file, and then invoke either the end function or the fadeTo function.",INTRODUCED: 9 JUL 2024,MALICIOUS,Phylum Blog: https://blog.phylum.io/persistent-npm-campaign-shipping-trojanized-jquery,Network,Low,None,None,None,High,High,High,None,None,None
npm,bootstar,https://security.snyk.io/vuln/SNYK-JS-BOOTSTAR-7435805,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the bootstar package.,"bootstar is a malicious package. This package contains a trojanized version of jQuery. The malicious version extracts website form data and sends it to one of many URLs.For the malware to be triggered, a user must install one of the malicious packages, use the included trojanized jQuery file, and then invoke either the end function or the fadeTo function.",INTRODUCED: 9 JUL 2024,MALICIOUS,Phylum Blog: https://blog.phylum.io/persistent-npm-campaign-shipping-trojanized-jquery,Network,Low,None,None,None,High,High,High,None,None,None
npm,xxxtesting,https://security.snyk.io/vuln/SNYK-JS-XXXTESTING-7435803,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the xxxtesting package.,"xxxtesting is a malicious package. This package contains a trojanized version of jQuery. The malicious version extracts website form data and sends it to one of many URLs.For the malware to be triggered, a user must install one of the malicious packages, use the included trojanized jQuery file, and then invoke either the end function or the fadeTo function.",INTRODUCED: 9 JUL 2024,MALICIOUS,Phylum Blog: https://blog.phylum.io/persistent-npm-campaign-shipping-trojanized-jquery,Network,Low,None,None,None,High,High,High,None,None,None
npm,bootrun,https://security.snyk.io/vuln/SNYK-JS-BOOTRUN-7435801,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the bootrun package.,"bootrun is a malicious package. This package contains a trojanized version of jQuery. The malicious version extracts website form data and sends it to one of many URLs.For the malware to be triggered, a user must install one of the malicious packages, use the included trojanized jQuery file, and then invoke either the end function or the fadeTo function.",INTRODUCED: 9 JUL 2024,MALICIOUS,Phylum Blog: https://blog.phylum.io/persistent-npm-campaign-shipping-trojanized-jquery,Network,Low,None,None,None,High,High,High,None,None,None
npm,cloudhost,https://security.snyk.io/vuln/SNYK-JS-CLOUDHOST-7435798,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the cloudhost package.,"cloudhost is a malicious package. This package contains a trojanized version of jQuery. The malicious version extracts website form data and sends it to one of many URLs.For the malware to be triggered, a user must install one of the malicious packages, use the included trojanized jQuery file, and then invoke either the end function or the fadeTo function.",INTRODUCED: 9 JUL 2024,MALICIOUS,Phylum Blog: https://blog.phylum.io/persistent-npm-campaign-shipping-trojanized-jquery,Network,Low,None,None,None,High,High,High,None,None,None
npm,cloudhosting,https://security.snyk.io/vuln/SNYK-JS-CLOUDHOSTING-7435797,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the cloudhosting package.,"cloudhosting is a malicious package. This package contains a trojanized version of jQuery. The malicious version extracts website form data and sends it to one of many URLs.For the malware to be triggered, a user must install one of the malicious packages, use the included trojanized jQuery file, and then invoke either the end function or the fadeTo function.",INTRODUCED: 9 JUL 2024,MALICIOUS,Phylum Blog: https://blog.phylum.io/persistent-npm-campaign-shipping-trojanized-jquery,Network,Low,None,None,None,High,High,High,None,None,None
npm,komcax,https://security.snyk.io/vuln/SNYK-JS-KOMCAX-7435796,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the komcax package.,"komcax is a malicious package. This package contains a trojanized version of jQuery. The malicious version extracts website form data and sends it to one of many URLs.For the malware to be triggered, a user must install one of the malicious packages, use the included trojanized jQuery file, and then invoke either the end function or the fadeTo function.",INTRODUCED: 9 JUL 2024,MALICIOUS,Phylum Blog: https://blog.phylum.io/persistent-npm-campaign-shipping-trojanized-jquery,Network,Low,None,None,None,High,High,High,None,None,None
npm,komcaxx,https://security.snyk.io/vuln/SNYK-JS-KOMCAXX-7435793,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the komcaxx package.,"komcaxx is a malicious package. This package contains a trojanized version of jQuery. The malicious version extracts website form data and sends it to one of many URLs.For the malware to be triggered, a user must install one of the malicious packages, use the included trojanized jQuery file, and then invoke either the end function or the fadeTo function.",INTRODUCED: 9 JUL 2024,MALICIOUS,Phylum Blog: https://blog.phylum.io/persistent-npm-campaign-shipping-trojanized-jquery,Network,Low,None,None,None,High,High,High,None,None,None
npm,ajex,https://security.snyk.io/vuln/SNYK-JS-AJEX-7435791,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the ajex package.,"ajex is a malicious package. This package contains a trojanized version of jQuery. The malicious version extracts website form data and sends it to one of many URLs.For the malware to be triggered, a user must install one of the malicious packages, use the included trojanized jQuery file, and then invoke either the end function or the fadeTo function.",INTRODUCED: 9 JUL 2024,MALICIOUS,Phylum Blog: https://blog.phylum.io/persistent-npm-campaign-shipping-trojanized-jquery,Network,Low,None,None,None,High,High,High,None,None,None
npm,komcay,https://security.snyk.io/vuln/SNYK-JS-KOMCAY-7435788,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the komcay package.,"komcay is a malicious package. This package contains a trojanized version of jQuery. The malicious version extracts website form data and sends it to one of many URLs.For the malware to be triggered, a user must install one of the malicious packages, use the included trojanized jQuery file, and then invoke either the end function or the fadeTo function.",INTRODUCED: 9 JUL 2024,MALICIOUS,Phylum Blog: https://blog.phylum.io/persistent-npm-campaign-shipping-trojanized-jquery,Network,Low,None,None,None,High,High,High,None,None,None
npm,flammerxdjson,https://security.snyk.io/vuln/SNYK-JS-FLAMMERXDJSON-7435786,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the flammerxdjson package.,"flammerxdjson is a malicious package. This package contains a trojanized version of jQuery. The malicious version extracts website form data and sends it to one of many URLs.For the malware to be triggered, a user must install one of the malicious packages, use the included trojanized jQuery file, and then invoke either the end function or the fadeTo function.",INTRODUCED: 9 JUL 2024,MALICIOUS,Phylum Blog: https://blog.phylum.io/persistent-npm-campaign-shipping-trojanized-jquery,Network,Low,None,None,None,High,High,High,None,None,None
npm,bootstrapcloud,https://security.snyk.io/vuln/SNYK-JS-BOOTSTRAPCLOUD-7435784,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the bootstrapcloud package.,"bootstrapcloud is a malicious package. This package contains a trojanized version of jQuery. The malicious version extracts website form data and sends it to one of many URLs.For the malware to be triggered, a user must install one of the malicious packages, use the included trojanized jQuery file, and then invoke either the end function or the fadeTo function.",INTRODUCED: 9 JUL 2024,MALICIOUS,Phylum Blog: https://blog.phylum.io/persistent-npm-campaign-shipping-trojanized-jquery,Network,Low,None,None,None,High,High,High,None,None,None
npm,footricon,https://security.snyk.io/vuln/SNYK-JS-FOOTRICON-7435782,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the footricon package.,"footricon is a malicious package. This package contains a trojanized version of jQuery. The malicious version extracts website form data and sends it to one of many URLs.For the malware to be triggered, a user must install one of the malicious packages, use the included trojanized jQuery file, and then invoke either the end function or the fadeTo function.",INTRODUCED: 9 JUL 2024,MALICIOUS,Phylum Blog: https://blog.phylum.io/persistent-npm-campaign-shipping-trojanized-jquery,Network,Low,None,None,None,High,High,High,None,None,None
npm,fontwesome,https://security.snyk.io/vuln/SNYK-JS-FONTWESOME-7435781,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the fontwesome package.,"fontwesome is a malicious package. This package contains a trojanized version of jQuery. The malicious version extracts website form data and sends it to one of many URLs.For the malware to be triggered, a user must install one of the malicious packages, use the included trojanized jQuery file, and then invoke either the end function or the fadeTo function.",INTRODUCED: 9 JUL 2024,MALICIOUS,Phylum Blog: https://blog.phylum.io/persistent-npm-campaign-shipping-trojanized-jquery,Network,Low,None,None,None,High,High,High,None,None,None
